BIOMASS CALCULATION RESULTS
Generated on: 2026-04-02 07:20:49
Total records: 2062

plot	year	growthplotnum	section	speccode	species	specabbrev	origin	tree status	tree number	dbh	height	Wood (KG)	Bark (KG)	Branch (KG)	Foliage (KG)	Stem (KG)	Crown (KG)	Total (KG)
CHT2002029PGP	2010	1	12	20	Balsam Fir	Bf 	N	L 	165	12.7	9.53	24.0	4.5	4.5	5.8	28.5	10.3	38.8
CHT2002031PGP	2010	1	12	13	Black Spruce	Sb 	N	L 	239	6.7	7.5	5.7	1.1	1.5	2.4	6.8	3.9	10.7
CHT2002039PGP	2010	1	12	22	Eastern White Cedar	Cw 	N	L 	242	9.8	6.0	10.2	1.5	2.8	2.6	11.7	5.4	17.1
CHT2002039PGP	2010	1	12	74	Trembling Aspen	Pt 	N	L 	245	29.4	22.0	260.6	55.2	40.3	6.5	315.8	46.8	362.5
CHT2002040PGP	2010	1	12	13	Black Spruce	Sb 	N	L 	49	16.3	12.4	53.3	8.0	9.3	8.5	61.3	17.9	79.2
CHT2005003PGP	2010	1	12	12	White Spruce	Sw 	N	L 	110	14.8	13.4	37.3	5.7	7.7	8.3	43.0	16.1	59.1
CHT2005003PGP	2010	1	12	20	Balsam Fir	Bf 	N	L 	111	17.6	15.7	52.5	9.7	10.2	10.1	62.2	20.3	82.5
CHT2005004PGP	2010	1	12	13	Black Spruce	Sb 	N	L 	135	5	4.0	2.7	0.6	0.8	1.6	3.3	2.4	5.7
CHT2002030PGP	2010	1	12	74	Trembling Aspen	Pt 	N	L 	109	4.5	6.4	2.5	0.6	0.4	0.3	3.1	0.7	3.8
CHT2002030PGP	2010	1	12	74	Trembling Aspen	Pt 	N	L 	110	5	6.7	3.2	0.8	0.5	0.4	4.0	0.8	4.9
CHT2002030PGP	2010	1	12	73	Balsam Poplar	Pb 	N	L 	111	2.7	5.0	0.6	0.2	0.1	0.1	0.8	0.3	1.1
CHT2002030PGP	2010	1	12	73	Balsam Poplar	Pb 	N	L 	112	5	6.4	2.6	0.9	0.6	0.4	3.5	1.0	4.5
CHT2002040PGP	2010	1	12	74	Trembling Aspen	Pt 	N	L 	86	3	6.4	0.9	0.2	0.1	0.2	1.2	0.3	1.4
TIM2015001PSP	2015	3	12	13	Black Spruce	Sb 	N	L 	40	20.7	18.6	97.2	13.7	15.4	12.0	110.9	27.3	138.2
TIM2015002PSP	2015	2	12	20	Balsam Fir	Bf 	N	L 	451	24.3	19.9	114.1	20.6	23.2	17.3	134.7	40.5	175.2
TIM2015002PSP	2015	3	12	22	Eastern White Cedar	Cw 	N	L 	81	13.6	9.2	21.0	3.1	5.3	4.5	24.1	9.8	33.9
KEN2016001PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	37	9.1	7.53	12.3	2.2	2.8	3.7	14.5	6.5	21.0
KEN2016001PSP	2016	2	12	13	Black Spruce	Sb 	N	L 	24	12.9	11.9	29.6	4.7	5.7	6.1	34.3	11.9	46.2
HEA2016001PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	56	23.8	20.5	138.1	18.7	20.5	14.6	156.8	35.1	191.9
HEA2016001PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	57	25.9	20.1	170.8	22.6	24.5	16.4	193.4	40.9	234.4
TIM2016001PSP	2016	1	12	22	Eastern White Cedar	Cw 	N	L 	58	34.7	16.3	167.1	22.8	32.2	22.9	189.9	55.1	245.0
CHA1995016PSP	2016	2	12	12	White Spruce	Sw 	N	L 	39	3.2	2.5	0.7	0.2	0.3	0.9	0.9	1.2	2.1
TBP1992017PSP	2016	2	12	2	Red Pine	Pr 	P	L 	278	11	12.9	19.9	2.6	2.4	3.0	22.5	5.4	27.9
TBP1992017PSP	2016	2	12	1	Eastern White Pine	Pw 	N	L 	279	19	15.1	79.9	12.6	11.9	8.5	92.5	20.4	112.9
COC1994010PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	186	2.5	2.3	0.5	0.1	0.2	0.6	0.6	0.8	1.4
COC1994010PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	183	2.5	2.1	0.5	0.1	0.2	0.6	0.6	0.8	1.4
COC1994022PSP	2016	2	12	22	Eastern White Cedar	Cw 	N	L 	105	3.5	3.2	1.0	0.2	0.4	0.4	1.2	0.8	2.0
COC1994022PSP	2016	3	12	22	Eastern White Cedar	Cw 	N	L 	70	4.6	3.8	1.9	0.3	0.6	0.7	2.2	1.3	3.6
HEA1992002PSP	2016	1	12	20	Balsam Fir	Bf 	N	L 	75	4.7	4.2	2.2	0.4	0.4	1.1	2.6	1.5	4.1
HEA1992002PSP	2016	3	12	20	Balsam Fir	Bf 	N	L 	84	5.4	4.6	3.1	0.6	0.5	1.4	3.7	1.9	5.6
HEA1993001PSP	2016	3	12	74	Trembling Aspen	Pt 	N	L 	45	8.6	8.8	12.4	2.9	1.8	0.9	15.3	2.7	18.0
KAP1993003PSP	2016	1	12	3	Jack Pine	Pj 	N	L 	91	16.8	12.7	71.0	6.3	7.2	5.1	77.3	12.3	89.6
KAP1993003PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	92	9.8	8.2	14.8	2.6	3.2	4.2	17.4	7.4	24.8
KAP1993003PSP	2016	2	12	13	Black Spruce	Sb 	N	L 	52	10.1	8.6	16.0	2.7	3.4	4.3	18.7	7.8	26.5
KAP1993003PSP	2016	2	12	3	Jack Pine	Pj 	N	L 	62	2.7	4.3	0.9	0.1	0.1	0.2	1.0	0.3	1.3
KAP1993003PSP	2016	3	12	3	Jack Pine	Pj 	N	L 	124	15	9.5	54.0	5.0	5.5	4.2	59.0	9.7	68.7
KAP1993003PSP	2016	3	12	74	Trembling Aspen	Pt 	N	L 	125	12.2	10.9	29.5	6.7	4.4	1.5	36.3	5.9	42.2
KAP1993009PSP	2016	3	12	74	Trembling Aspen	Pt 	N	L 	105	10.4	11.6	19.9	4.6	2.9	1.2	24.5	4.1	28.6
KAP1993009PSP	2016	3	12	13	Black Spruce	Sb 	P	L 	106	14.6	10.4	40.4	6.3	7.4	7.3	46.7	14.7	61.4
KLK1994015PSP	2016	3	12	32	Red Maple	Mr 	N	L 	153	3.4	6.4	1.8	0.4	0.4	0.3	2.2	0.7	2.9
KLK1994031PSP	2016	1	12	20	Balsam Fir	Bf 	N	L 	94	10.3	9.0	14.5	2.7	2.6	4.1	17.3	6.7	24.0
KLK1994031PSP	2016	1	12	12	White Spruce	Sw 	N	L 	97	5.9	5.2	3.5	0.7	1.1	2.2	4.2	3.3	7.5
TIM1993023PSP	2016	2	12	20	Balsam Fir	Bf 	N	L 	221	2.5	2.3	0.5	0.1	0.1	0.4	0.6	0.5	1.0
COC2016001PSP	2016	1	12	3	Jack Pine	Pj 	N	L 	58	20.1	17.9	109.2	9.2	11.1	7.0	118.4	18.1	136.5
COC2016001PSP	2016	2	12	3	Jack Pine	Pj 	N	L 	45	23.4	17.8	157.4	12.6	16.0	9.1	170.0	25.1	195.1
SLF2010004PGP	2010	1	12	13	Black Spruce	Sb 	N	L 	161	16.6	11.9	55.8	8.3	9.7	8.8	64.2	18.5	82.6
TAA2010008PGP	2010	1	12	13	Black Spruce	Sb 	N	L 	350	11.6	13.24	22.7	3.7	4.6	5.3	26.4	9.9	36.3
SLF2010001PSP	2010	3	12	13	Black Spruce	Sb 	N	L 	230	5.1	4.8	2.9	0.6	0.8	1.7	3.5	2.5	5.9
SLF2010006PSP	2010	1	12	3	Jack Pine	Pj 	N	L 	84	15.5	13.9	58.5	5.4	5.9	4.4	63.8	10.4	74.2
SLF2010006PSP	2010	2	12	3	Jack Pine	Pj 	N	L 	216	12.9	13.3	37.6	3.7	3.8	3.2	41.3	7.0	48.3
TAA2010001PSP	2010	1	12	3	Jack Pine	Pj 	N	L 	82	15.1	13.53	54.9	5.1	5.6	4.3	60.0	9.8	69.8
TAA2010001PSP	2010	3	12	13	Black Spruce	Sb 	N	L 	431	13.5	10.87	33.2	5.2	6.3	6.5	38.4	12.8	51.3
FHO2004001PSP	2010	1	12	74	Trembling Aspen	Pt 	N	L 	145	36.6	28.22	448.1	93.3	70.0	9.2	541.4	79.3	620.6
MIM2005001PGP	2012	1	12	3	Jack Pine	Pj 	N	L 	42	19.5	20.3	101.5	8.6	10.3	6.6	110.2	16.9	127.1
SLK2011003PSP	2011	1	12	3	Jack Pine	Pj 	N	L 	40	11.5	15.3	28.5	2.9	2.9	2.7	31.4	5.5	37.0
SLF2011001PSP	2011	1	12	13	Black Spruce	Sb 	N	L 	62	15.7	13.14	48.5	7.4	8.6	8.1	55.9	16.7	72.6
SLF2011001PSP	2011	1	12	3	Jack Pine	Pj 	N	L 	63	24.6	20.77	177.5	13.9	18.1	9.9	191.4	28.0	219.4
SLF2011001PSP	2011	1	12	13	Black Spruce	Sb 	N	L 	64	17	15.36	59.3	8.8	10.2	9.1	68.1	19.3	87.3
SLF2011001PSP	2011	2	12	13	Black Spruce	Sb 	N	L 	71	5.4	8.23	3.3	0.7	0.9	1.8	4.0	2.7	6.7
SLF2011001PSP	2011	2	12	3	Jack Pine	Pj 	N	L 	79	27	19.95	222.0	16.9	22.7	11.6	238.9	34.3	273.2
SLF2011001PSP	2011	3	12	13	Black Spruce	Sb 	N	L 	159	15.8	15.33	49.3	7.5	8.7	8.2	56.8	16.9	73.7
SLF2011002PSP	2011	1	12	13	Black Spruce	Sb 	N	L 	189	15.1	14.76	44.0	6.7	8.0	7.7	50.7	15.6	66.4
SLF2011002PSP	2011	1	12	74	Trembling Aspen	Pt 	N	L 	196	14.9	15.27	48.5	10.8	7.3	2.1	59.3	9.4	68.7
SLF2011002PSP	2011	2	12	74	Trembling Aspen	Pt 	N	L 	124	9.9	15.43	17.6	4.1	2.6	1.1	21.7	3.7	25.4
SLF2011002PSP	2011	2	12	3	Jack Pine	Pj 	N	L 	130	11.6	15.78	29.1	2.9	2.9	2.7	32.1	5.6	37.7
BR2006PGP	2017	1	12	3	Jack Pine	Pj 	P	L 	413	10.8	10.9	24.5	2.5	2.5	2.4	27.1	4.9	31.9
BR2008PGP	2017	1	12	3	Jack Pine	Pj 	N	L 	911	17	12.9	73.0	6.5	7.4	5.2	79.5	12.6	92.1
BR1004PGP	2017	1	12	3	Jack Pine	Pj 	P	L 	343	21.2	16.9	124.1	10.3	12.6	7.6	134.4	20.3	154.7
BR1004PGP	2017	1	12	13	Black Spruce	Sb 	N	L 	363	14.1	13.2	37.0	5.8	6.9	7.0	42.8	13.9	56.7
BR1013PGP	2017	1	12	3	Jack Pine	Pj 	N	L 	235	20.1	16.8	109.2	9.2	11.1	7.0	118.4	18.1	136.5
BR1101PGP	2017	1	12	3	Jack Pine	Pj 	P	L 	240	24.5	20.87	175.8	13.8	17.9	9.8	189.6	27.7	217.3
BR1101PGP	2017	1	12	2	Red Pine	Pr 	N	L 	246	9.8	7.1	15.0	2.0	1.8	2.4	17.0	4.1	21.2
BR2001PGP	2017	1	12	3	Jack Pine	Pj 	P	L 	141	9.9	12.0	19.9	2.1	2.0	2.0	22.0	4.1	26.1
BR2001PGP	2017	1	12	3	Jack Pine	Pj 	N	L 	152	20.3	16.5	111.8	9.4	11.4	7.1	121.2	18.5	139.7
BR0864PGP	2012	1	12	12	White Spruce	Sw 	P	L 	284	22.2	15.3	106.0	14.6	18.0	15.1	120.6	33.1	153.7
BR0864PGP	2012	1	12	74	Trembling Aspen	Pt 	N	L 	318	7.2	12.42	8.0	1.9	1.2	0.7	9.9	1.8	11.7
BR0864PGP	2012	1	12	74	Trembling Aspen	Pt 	N	L 	319	8.5	12.52	12.1	2.8	1.8	0.9	14.9	2.6	17.5
BR0601PGP	2015	1	12	20	Balsam Fir	Bf 	N	L 	121	7.8	11.4	7.4	1.4	1.3	2.6	8.9	3.9	12.8
BR0601PGP	2015	1	12	20	Balsam Fir	Bf 	N	L 	126	15.7	16.2	39.9	7.4	7.6	8.3	47.3	16.0	63.3
BR0601PGP	2015	1	12	13	Black Spruce	Sb 	P	L 	133	11.5	11.0	22.2	3.7	4.5	5.2	25.8	9.7	35.6
BR0601PGP	2015	1	12	74	Trembling Aspen	Pt 	N	L 	160	7.9	14.7	10.1	2.4	1.5	0.8	12.4	2.2	14.7
BR0601PGP	2015	1	12	74	Trembling Aspen	Pt 	N	L 	163	9.9	14.6	17.6	4.1	2.6	1.1	21.7	3.7	25.4
BR0604PGP	2015	1	12	20	Balsam Fir	Bf 	N	L 	150	7	8.8	5.7	1.1	1.0	2.2	6.8	3.1	10.0
TIM2004002PGP	2018	1	12	3	Jack Pine	Pj 	P	L 	110	23.9	20.4	165.6	13.1	16.9	9.4	178.7	26.3	205.0
TIM2004002PGP	2018	1	12	3	Jack Pine	Pj 	P	L 	130	22.5	19.7	143.2	11.6	14.6	8.5	154.8	23.1	177.9
TIM2004003PGP	2018	1	12	3	Jack Pine	Pj 	P	L 	47	25.2	19.52	188.1	14.7	19.2	10.3	202.7	29.5	232.2
TIM2004003PGP	2018	1	12	3	Jack Pine	Pj 	P	L 	48	22.2	19.6	138.7	11.3	14.1	8.3	150.0	22.4	172.4
TIM2004004PGP	2018	1	12	3	Jack Pine	Pj 	P	L 	144	16.1	17.4	64.1	5.8	6.5	4.7	69.9	11.2	81.1
TIM2004008PGP	2018	1	12	3	Jack Pine	Pj 	P	L 	64	7.7	12.0	10.9	1.3	1.1	1.3	12.1	2.4	14.6
TIM2004010PGP	2018	1	12	13	Black Spruce	Sb 	N	L 	51	23.2	17.8	129.5	17.7	19.5	14.1	147.2	33.5	180.7
TIM2004010PGP	2018	1	12	13	Black Spruce	Sb 	N	L 	57	14	18.3	36.4	5.7	6.8	6.9	42.1	13.7	55.7
TIM2004050PGP	2020	1	12	30	Sugar Maple	Mh 	N	L 	234	21.7	19.3	162.2	23.5	49.1	7.2	185.7	56.3	242.0
NIP2002001PGP	2021	1	12	74	Trembling Aspen	Pt 	N	L 	75	22.8	22.3	138.9	30.0	21.2	4.3	168.9	25.5	194.4
COC2005001PGP	2022	1	12	13	Black Spruce	Sb 	N	L 	101	8.2	6.4	9.5	1.7	2.2	3.2	11.2	5.5	16.6
COC2005002PGP	2023	1	12	13	Black Spruce	Sb 	N	L 	154	10	8.3	15.6	2.7	3.4	4.3	18.3	7.7	25.9
KLK2005007PGP	2022	1	12	20	Balsam Fir	Bf 	N	L 	92	20.2	17.5	73.2	13.4	14.5	12.7	86.5	27.2	113.7
THU2005002PGP	2017	1	12	3	Jack Pine	Pj 	P	L 	720	26.3	17.1	208.4	16.0	21.3	11.1	224.5	32.4	256.8
GCF1994004PGP	2019	1	12	13	Black Spruce	Sb 	N	L 	193	14.8	13.16	41.8	6.4	7.6	7.4	48.3	15.1	63.4
GCF1994004PGP	2019	1	12	13	Black Spruce	Sb 	N	L 	224	14.4	12.7	39.0	6.1	7.2	7.2	45.1	14.4	59.5
GCF1994004PGP	2019	1	12	13	Black Spruce	Sb 	N	L 	245	15	13.3	43.3	6.6	7.9	7.6	49.9	15.4	65.3
GCF1994012PGP	2022	1	12	74	Trembling Aspen	Pt 	N	L 	53	29.3	20.24	258.4	54.7	40.0	6.4	313.1	46.4	359.5
GCF1994012PGP	2022	1	12	20	Balsam Fir	Bf 	N	L 	54	13.7	10.7	28.8	5.4	5.4	6.6	34.2	12.0	46.2
GCF1994012PGP	2022	1	12	74	Trembling Aspen	Pt 	N	L 	55	34.6	21.33	389.9	81.5	60.8	8.4	471.4	69.2	540.6
GCF1994012PGP	2022	1	12	20	Balsam Fir	Bf 	N	L 	61	18.2	12.04	56.9	10.5	11.1	10.7	67.4	21.8	89.2
HOG_THU2007003PGP	2017	1	12	3	Jack Pine	Pj 	N	L 	184	9.3	15.2	17.1	1.9	1.7	1.8	19.0	3.6	22.5
HOG_THU2007003PGP	2017	1	12	2	Red Pine	Pr 	P	L 	186	29	20.0	213.3	18.9	34.9	22.5	232.2	57.4	289.6
HOG_THU2007004PGP	2017	1	12	2	Red Pine	Pr 	P	L 	11	38.5	26.7	426.7	33.8	76.0	40.4	460.5	116.4	576.9
HOG_THU2007004PGP	2017	1	12	2	Red Pine	Pr 	P	L 	12	40.7	26.8	488.8	37.9	88.6	45.4	526.7	133.9	660.6
HOG_THU2007006PGP	2017	1	12	2	Red Pine	Pr 	P	L 	132	33	26.8	292.6	24.6	49.7	29.4	317.2	79.1	396.4
HOG_THU2007007PGP	2017	1	12	2	Red Pine	Pr 	P	L 	31	32.5	24.6	281.9	23.9	47.7	28.5	305.8	76.2	381.9
CHA2010012PGP	2010	1	12	22	Eastern White Cedar	Cw 	N	L 	71	38.1	18.3	205.5	27.9	38.6	26.9	233.3	65.5	298.9
CHA2010013PGP	2010	1	12	20	Balsam Fir	Bf 	N	L 	99	3.3	3.1	0.9	0.2	0.1	0.6	1.1	0.8	1.9
CHA2010013PGP	2010	1	12	22	Eastern White Cedar	Cw 	N	L 	100	32.4	14.7	143.6	19.7	28.2	20.3	163.3	48.5	211.8
CHA2010013PGP	2010	1	12	20	Balsam Fir	Bf 	N	L 	103	2.5	2.5	0.5	0.1	0.1	0.4	0.6	0.5	1.0
FOR2010002PGP	2010	1	12	22	Eastern White Cedar	Cw 	N	L 	43	51.4	17.81	398.5	52.9	69.0	45.1	451.4	114.1	565.5
THU2010003PGP	2010	1	12	13	Black Spruce	Sb 	N	L 	124	16.5	15.32	55.0	8.2	9.6	8.7	63.2	18.3	81.5
TIM2010004PGP	2010	1	12	22	Eastern White Cedar	Cw 	N	L 	96	36.5	14.1	186.9	25.4	35.5	25.0	212.3	60.5	272.8
TIM2010005PGP	2010	1	12	20	Balsam Fir	Bf 	N	L 	86	5.9	5.2	3.8	0.7	0.6	1.6	4.5	2.3	6.8
TIM2010006PGP	2010	1	12	22	Eastern White Cedar	Cw 	N	L 	88	26.8	11.9	94.4	13.1	19.5	14.6	107.5	34.2	141.6
SSM2011003PGP	2011	1	12	1	Eastern White Pine	Pw 	N	L 	87	5	6.0	3.9	0.7	0.4	0.6	4.5	1.0	5.5
SSM2011003PGP	2011	1	12	1	Eastern White Pine	Pw 	N	L 	90	16.1	14.9	54.9	8.8	7.7	6.2	63.6	13.9	77.5
THU2011003PGP	2011	1	12	74	Trembling Aspen	Pt 	N	L 	139	23.9	15.5	156.1	33.6	23.9	4.6	189.7	28.5	218.2
THU2011004PGP	2011	1	12	13	Black Spruce	Sb 	N	L 	66	8.5	11.7	10.4	1.9	2.4	3.4	12.2	5.8	18.0
WWA2011005PGP	2011	1	12	13	Black Spruce	Sb 	N	L 	65	14.5	8.5	39.7	6.2	7.3	7.2	45.9	14.6	60.4
KEN2012001PGP	2012	1	12	13	Black Spruce	Sb 	N	L 	126	11.6	12.2	22.7	3.7	4.6	5.3	26.4	9.9	36.3
WWA2015001PGP	2015	1	12	2	Red Pine	Pr 	P	L 	127	28.3	19.4	200.9	18.0	32.6	21.4	218.9	54.0	272.9
WWA2015003PGP	2015	1	12	20	Balsam Fir	Bf 	N	L 	76	10	10.5	13.5	2.6	2.4	3.9	16.1	6.4	22.4
WWA2015004PGP	2015	1	12	12	White Spruce	Sw 	P	L 	172	14	9.5	32.3	5.0	6.9	7.7	37.4	14.6	51.9
WWA2015004PGP	2015	1	12	20	Balsam Fir	Bf 	N	L 	173	18.2	9.9	56.9	10.5	11.1	10.7	67.4	21.8	89.2
WWA2015007PGP	2015	1	12	74	Trembling Aspen	Pt 	N	L 	87	6.1	7.92	5.3	1.3	0.8	0.5	6.6	1.3	7.9
WWA2015007PGP	2015	1	12	20	Balsam Fir	Bf 	N	L 	88	17.3	10.3	50.4	9.3	9.8	9.8	59.7	19.6	79.3
WWA2015008PGP	2015	1	12	13	Black Spruce	Sb 	P	L 	315	13.1	9.2	30.8	4.9	5.9	6.3	35.7	12.2	47.9
SUD2004002PGP	2010	1	12	74	Trembling Aspen	Pt 	N	L 	73	4.2	5.24	2.1	0.5	0.3	0.3	2.6	0.6	3.2
SUD2004002PGP	2010	1	12	20	Balsam Fir	Bf 	N	L 	69	7.9	4.4	7.7	1.5	1.3	2.6	9.1	4.0	13.1
SUD2004002PGP	2010	1	12	20	Balsam Fir	Bf 	N	L 	70	3	3.6	0.7	0.2	0.1	0.5	0.9	0.6	1.5
SUD2004004PGP	2010	1	12	74	Trembling Aspen	Pt 	N	L 	147	3	4.36	0.9	0.2	0.1	0.2	1.2	0.3	1.4
SUD2004004PGP	2010	1	12	20	Balsam Fir	Bf 	N	L 	148	4.1	3.9	1.6	0.3	0.3	0.9	1.9	1.1	3.0
TBP1992005PSP	2018	3	12	13	Black Spruce	Sb 	N	L 	309	6.3	5.1	4.9	0.9	1.3	2.2	5.8	3.5	9.3
TBP1995006PSP	2018	3	12	13	Black Spruce	Sb 	N	L 	1978	11.9	11.1	24.2	4.0	4.8	5.5	28.1	10.3	38.4
BR1101PGP	2017	1	12	20	Balsam Fir	Bf 	N	L 	318	5.2	4.1	2.8	0.6	0.5	1.3	3.4	1.8	5.1
SF2000213PGP	2021	1	12	74	Trembling Aspen	Pt 	N	L 	62	38.1	23.6	494.9	102.7	77.5	9.9	597.6	87.4	685.0
SF2000213PGP	2021	1	12	74	Trembling Aspen	Pt 	N	L 	66	41.7	25.0	618.9	127.5	97.3	11.4	746.3	108.7	855.0
SF2000214PGP	2021	1	12	12	White Spruce	Sw 	P	L 	69	18.3	20.6	64.4	9.4	12.0	11.4	73.8	23.4	97.2
SF2000214PGP	2021	1	12	12	White Spruce	Sw 	P	L 	72	23.1	21.2	117.4	16.0	19.6	16.0	133.4	35.6	169.0
SF1999175PGP	2019	1	12	74	Trembling Aspen	Pt 	N	L 	75	35.4	26.8	412.6	86.1	64.4	8.8	498.7	73.1	571.8
SF1999188PGP	2021	1	12	73	Balsam Poplar	Pb 	N	L 	101	17	14.6	53.2	11.8	11.3	2.7	65.0	14.0	79.0
SF1999232PGP	2019	1	12	13	Black Spruce	Sb 	P	L 	58	17	12.3	59.3	8.8	10.2	9.1	68.1	19.3	87.3
SF1999254PGP	2019	1	12	20	Balsam Fir	Bf 	N	L 	191	5.2	4.5	2.8	0.6	0.5	1.3	3.4	1.8	5.1
SF1999255PGP	2019	1	12	20	Balsam Fir	Bf 	N	L 	119	17.9	17.0	54.7	10.1	10.7	10.4	64.8	21.0	85.8
SF1999259PGP	2019	1	12	13	Black Spruce	Sb 	N	L 	447	12.5	13.95	27.3	4.4	5.4	5.9	31.8	11.2	43.0
SF1999259PGP	2019	1	12	12	White Spruce	Sw 	N	L 	453	24.1	17.63	131.0	17.6	21.4	17.1	148.6	38.4	187.0
SF1999260PGP	2019	1	12	20	Balsam Fir	Bf 	N	L 	101	12	15.31	20.9	3.9	3.9	5.3	24.9	9.2	34.1
SF1999261PGP	2019	1	12	74	Trembling Aspen	Pt 	N	L 	207	22	22.11	127.1	27.6	19.4	4.0	154.7	23.4	178.1
SF1999261PGP	2019	1	12	20	Balsam Fir	Bf 	N	L 	224	17.4	14.6	51.1	9.4	9.9	9.9	60.5	19.8	80.4
WPP2018002PSP	2018	3	12	13	Black Spruce	Sb 	N	L 	138	11.6	10.8	22.7	3.7	4.6	5.3	26.4	9.9	36.3
WPP2018002PSP	2022	3	12	13	Black Spruce	Sb 	N	L 	138	12.1	10.7	25.2	4.1	5.0	5.6	29.3	10.6	39.9
WPP2019002PSP	2019	2	12	3	Jack Pine	Pj 	N	L 	172	2.9	2.9	1.0	0.2	0.1	0.2	1.2	0.3	1.6
WPP2019002PSP	2023	2	12	3	Jack Pine	Pj 	N	L 	172	4.8	3.9	3.5	0.5	0.3	0.6	4.0	0.9	4.9
WPP2019002PSP	2019	2	12	3	Jack Pine	Pj 	N	L 	173	3.2	3.3	1.3	0.2	0.1	0.3	1.5	0.4	1.9
WPP2019002PSP	2023	2	12	3	Jack Pine	Pj 	N	L 	173	4.5	4.38	3.0	0.4	0.3	0.5	3.4	0.8	4.2
KLK2018001PGP	2018	1	12	3	Jack Pine	Pj 	P	L 	74	12	10.0	31.6	3.2	3.2	2.9	34.8	6.1	40.8
FCWEY4S2002054PGP	2019	1	12	13	Black Spruce	Sb 	N	L 	536	3	3.3	0.8	0.2	0.3	0.8	0.9	1.1	2.0
TIM1993001PSP	2017	1	12	3	Jack Pine	Pj 	N	L 	45	26.7	22.3	216.1	16.5	22.0	11.4	232.7	33.4	266.1
TIM1993001PSP	2017	1	12	3	Jack Pine	Pj 	N	L 	47	20.6	19.3	115.9	9.7	11.8	7.3	125.5	19.1	144.6
TIM1993001PSP	2017	1	12	12	White Spruce	Sw 	N	L 	48	2.6	2.4	0.4	0.1	0.2	0.7	0.5	0.9	1.4
TIM1993001PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	62	5	5.0	2.7	0.6	0.8	1.6	3.3	2.4	5.7
TIM1993001PSP	2017	3	12	12	White Spruce	Sw 	N	L 	58	2.6	2.9	0.4	0.1	0.2	0.7	0.5	0.9	1.4
HEA1993007PSP	2018	1	12	3	Jack Pine	Pj 	P	L 	67	15	13.1	54.0	5.0	5.5	4.2	59.0	9.7	68.7
HEA1993007PSP	2018	1	12	3	Jack Pine	Pj 	P	L 	69	13	12.4	38.3	3.7	3.9	3.3	42.0	7.2	49.2
HEA1993007PSP	2018	1	12	3	Jack Pine	Pj 	P	L 	72	5.8	7.1	5.5	0.7	0.6	0.8	6.2	1.4	7.6
HEA1995005PSP	2018	1	12	13	Black Spruce	Sb 	N	L 	149	9.9	7.9	15.2	2.6	3.3	4.2	17.8	7.5	25.4
HEA1995005PSP	2018	3	12	12	White Spruce	Sw 	N	L 	92	12.2	9.5	22.7	3.7	5.2	6.3	26.3	11.5	37.8
HEA1995005PSP	2018	3	12	13	Black Spruce	Sb 	N	L 	95	10.5	10.3	17.6	3.0	3.7	4.6	20.6	8.3	28.9
KLK2018001PSP	2018	1	12	3	Jack Pine	Pj 	P	L 	90	13.5	9.6	41.9	4.0	4.2	3.5	46.0	7.7	53.7
KLK2018001PSP	2018	1	12	3	Jack Pine	Pj 	P	L 	91	13.1	10.6	39.0	3.8	3.9	3.3	42.8	7.3	50.1
KLK2018001PSP	2018	3	12	3	Jack Pine	Pj 	P	L 	84	11.5	9.8	28.5	2.9	2.9	2.7	31.4	5.5	37.0
KLK2018001PSP	2018	3	12	3	Jack Pine	Pj 	P	L 	86	13.7	10.7	43.5	4.2	4.4	3.6	47.6	8.0	55.6
BP1993005PSP	2019	1	12	13	Black Spruce	Sb 	N	L 	239	3.3	2.4	1.0	0.2	0.3	0.9	1.2	1.2	2.4
BP1993005PSP	2019	2	12	20	Balsam Fir	Bf 	N	L 	306	5	8.2	2.6	0.5	0.4	1.2	3.1	1.7	4.7
BP1993005PSP	2019	2	12	74	Trembling Aspen	Pt 	N	L 	308	16.2	15.3	59.6	13.2	9.0	2.4	72.9	11.4	84.3
1190966PIP	2016	1	12	13	Black Spruce	Sb 	N	L 	52	9.8	8.5	14.8	2.6	3.2	4.2	17.4	7.4	24.8
1190966PIP	2016	1	12	13	Black Spruce	Sb 	N	L 	53	12.8	10.3	29.0	4.7	5.6	6.1	33.7	11.7	45.4
1197856PIP	2016	1	12	3	Jack Pine	Pj 	N	L 	33	22	18.0	135.7	11.1	13.8	8.1	146.8	22.0	168.7
1197856PIP	2016	1	12	13	Black Spruce	Sb 	N	L 	36	18.9	21.3	77.3	11.2	12.7	10.5	88.5	23.2	111.7
1197856PIP	2016	1	12	3	Jack Pine	Pj 	N	L 	38	19.6	18.9	102.8	8.7	10.4	6.7	111.5	17.1	128.6
1197856PIP	2016	1	12	13	Black Spruce	Sb 	N	L 	40	13	15.5	30.2	4.8	5.8	6.2	35.0	12.0	47.0
1204716PIP	2016	1	12	13	Black Spruce	Sb 	N	L 	313	12.1	11.0	25.2	4.1	5.0	5.6	29.3	10.6	39.9
